"Min,Max,Modal Price from Maharashtra,Latur[Wheat],Ahmedpur from 01-Jan-2010To25-Oct-2020 (Total-1098) (Total-1098)",,,,,,,,,
Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
313,Latur,Ahmedpur,Wheat,Other,FAQ,1770,1800,1780,24-Nov-18
314,Latur,Ahmedpur,Wheat,Other,FAQ,1770,1800,1780,22-Nov-18
315,Latur,Ahmedpur,Wheat,Other,FAQ,1750,1800,1775,21-Nov-18
316,Latur,Ahmedpur,Wheat,Other,FAQ,1750,1800,1775,17-Nov-18
317,Latur,Ahmedpur,Wheat,Other,FAQ,1700,1750,1725,16-Nov-18
318,Latur,Ahmedpur,Wheat,Other,FAQ,1700,1770,1740,15-Nov-18
319,Latur,Ahmedpur,Wheat,Other,FAQ,1150,1150,1150,14-Nov-18
320,Latur,Ahmedpur,Wheat,Other,FAQ,1700,2252,1950,13-Nov-18
321,Latur,Ahmedpur,Wheat,Other,FAQ,1700,2200,1900,12-Nov-18
322,Latur,Ahmedpur,Wheat,Other,FAQ,1700,2427,2000,10-Nov-18
323,Latur,Ahmedpur,Wheat,Other,FAQ,2200,2200,2200,8-Nov-18
324,Latur,Ahmedpur,Wheat,Other,FAQ,1775,1775,1775,3-Nov-18
325,Latur,Ahmedpur,Wheat,Other,FAQ,1750,1750,1750,2-Nov-18
326,Latur,Ahmedpur,Wheat,Other,FAQ,1700,1700,1700,1-Nov-18
327,Latur,Ahmedpur,Wheat,Other,FAQ,1715,1715,1715,31-Oct-18
328,Latur,Ahmedpur,Wheat,Other,FAQ,1750,1750,1750,30-Oct-18
329,Latur,Ahmedpur,Wheat,Other,FAQ,2001,2001,2001,29-Oct-18
330,Latur,Ahmedpur,Wheat,Other,FAQ,1750,1750,1750,27-Oct-18
331,Latur,Ahmedpur,Wheat,Other,FAQ,1750,1750,1750,26-Oct-18
332,Latur,Ahmedpur,Wheat,Other,FAQ,1750,1750,1750,25-Oct-18
333,Latur,Ahmedpur,Wheat,Other,FAQ,1750,1750,1750,24-Oct-18
334,Latur,Ahmedpur,Wheat,Other,FAQ,1700,1750,1725,23-Oct-18
335,Latur,Ahmedpur,Wheat,Other,FAQ,1800,1800,1800,22-Oct-18
336,Latur,Ahmedpur,Wheat,Other,FAQ,1700,1770,1750,20-Oct-18
337,Latur,Ahmedpur,Wheat,Other,FAQ,1700,1750,1730,19-Oct-18
338,Latur,Ahmedpur,Wheat,Other,FAQ,1700,1750,1725,17-Oct-18
339,Latur,Ahmedpur,Wheat,Other,FAQ,1700,1750,1725,16-Oct-18
340,Latur,Ahmedpur,Wheat,Other,FAQ,1600,1750,1700,15-Oct-18
341,Latur,Ahmedpur,Wheat,Other,FAQ,1700,1700,1700,13-Oct-18
342,Latur,Ahmedpur,Wheat,Other,FAQ,1600,1750,1675,11-Oct-18
343,Latur,Ahmedpur,Wheat,Other,FAQ,1650,1750,1700,10-Oct-18
344,Latur,Ahmedpur,Wheat,Other,FAQ,1650,1775,1700,8-Oct-18
345,Latur,Ahmedpur,Wheat,Other,FAQ,1750,1750,1750,6-Oct-18
346,Latur,Ahmedpur,Wheat,Other,FAQ,1700,1750,1725,5-Oct-18
347,Latur,Ahmedpur,Wheat,Other,FAQ,1760,1760,1760,3-Oct-18
348,Latur,Ahmedpur,Wheat,Other,FAQ,1770,1770,1770,1-Oct-18
349,Latur,Ahmedpur,Wheat,Other,FAQ,1700,2385,2000,29-Sep-18
350,Latur,Ahmedpur,Wheat,Other,FAQ,1770,1770,1770,28-Sep-18
351,Latur,Ahmedpur,Wheat,Other,FAQ,1770,1770,1770,27-Sep-18
352,Latur,Ahmedpur,Wheat,Other,FAQ,1765,1770,1770,26-Sep-18
353,Latur,Ahmedpur,Wheat,Other,FAQ,1770,1772,1770,25-Sep-18
354,Latur,Ahmedpur,Wheat,Other,FAQ,1150,1960,1555,24-Sep-18
355,Latur,Ahmedpur,Wheat,Other,FAQ,1700,1700,1700,22-Sep-18
356,Latur,Ahmedpur,Wheat,Other,FAQ,1750,1800,1775,21-Sep-18
357,Latur,Ahmedpur,Wheat,Other,FAQ,1750,1890,1775,19-Sep-18
358,Latur,Ahmedpur,Wheat,Other,FAQ,1700,1975,1850,18-Sep-18
359,Latur,Ahmedpur,Wheat,Other,FAQ,1700,2120,1900,14-Sep-18
360,Latur,Ahmedpur,Wheat,Other,FAQ,1600,1750,1680,12-Sep-18
361,Latur,Ahmedpur,Wheat,Other,FAQ,1700,1818,1760,8-Sep-18
362,Latur,Ahmedpur,Wheat,Other,FAQ,1700,2036,1850,27-Aug-18
363,Latur,Ahmedpur,Wheat,Other,FAQ,1700,1951,1850,25-Aug-18
364,Latur,Ahmedpur,Wheat,Other,FAQ,2161,2161,2161,24-Aug-18
365,Latur,Ahmedpur,Wheat,Other,FAQ,1726,1751,1738,23-Aug-18
366,Latur,Ahmedpur,Wheat,Other,FAQ,1600,2000,1800,21-Aug-18
367,Latur,Ahmedpur,Wheat,Other,FAQ,1600,1750,1650,20-Aug-18
368,Latur,Ahmedpur,Wheat,Other,FAQ,2170,2170,2170,10-Aug-18
369,Latur,Ahmedpur,Wheat,Other,FAQ,1760,1760,1760,8-Aug-18
370,Latur,Ahmedpur,Wheat,Other,FAQ,1770,1900,1800,7-Aug-18
371,Latur,Ahmedpur,Wheat,Other,FAQ,1600,2200,1850,6-Aug-18
372,Latur,Ahmedpur,Wheat,Other,FAQ,1500,1775,1600,4-Aug-18
373,Latur,Ahmedpur,Wheat,Other,FAQ,1750,2300,1900,3-Aug-18
374,Latur,Ahmedpur,Wheat,Other,FAQ,1450,2018,1700,1-Aug-18
375,Latur,Ahmedpur,Wheat,Other,FAQ,1700,1700,1700,31-Jul-18
376,Latur,Ahmedpur,Wheat,Other,FAQ,1450,1700,1550,30-Jul-18
377,Latur,Ahmedpur,Wheat,Other,FAQ,1500,1880,1650,28-Jul-18
378,Latur,Ahmedpur,Wheat,Other,FAQ,1500,1500,1500,27-Jul-18
379,Latur,Ahmedpur,Wheat,Other,FAQ,1600,1600,1600,25-Jul-18
380,Latur,Ahmedpur,Wheat,Other,FAQ,1680,1680,1680,20-Jul-18
381,Latur,Ahmedpur,Wheat,Other,FAQ,1450,1450,1450,19-Jul-18
382,Latur,Ahmedpur,Wheat,Other,FAQ,1550,1550,1550,18-Jul-18
383,Latur,Ahmedpur,Wheat,Other,FAQ,1500,1500,1500,17-Jul-18
384,Latur,Ahmedpur,Wheat,Other,FAQ,1450,1450,1450,14-Jul-18
385,Latur,Ahmedpur,Wheat,Other,FAQ,1475,1475,1475,12-Jul-18
386,Latur,Ahmedpur,Wheat,Other,FAQ,1700,1700,1700,11-Jul-18
387,Latur,Ahmedpur,Wheat,Other,FAQ,1500,1500,1500,9-Jul-18
388,Latur,Ahmedpur,Wheat,Other,FAQ,1700,1700,1700,7-Jul-18
389,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1900,1600,5-Jul-18
390,Latur,Ahmedpur,Wheat,Other,FAQ,1700,1700,1700,4-Jul-18
391,Latur,Ahmedpur,Wheat,Other,FAQ,1810,1810,1810,3-Jul-18
392,Latur,Ahmedpur,Wheat,Other,FAQ,1450,1450,1450,2-Jul-18
393,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1800,1600,30-Jun-18
394,Latur,Ahmedpur,Wheat,Other,FAQ,1350,1601,1475,29-Jun-18
395,Latur,Ahmedpur,Wheat,Other,FAQ,1401,1401,1401,28-Jun-18
396,Latur,Ahmedpur,Wheat,Other,FAQ,1450,1800,1625,27-Jun-18
397,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1400,1400,26-Jun-18
398,Latur,Ahmedpur,Wheat,Other,FAQ,1350,1471,1411,25-Jun-18
399,Latur,Ahmedpur,Wheat,Other,FAQ,1350,1480,1415,22-Jun-18
400,Latur,Ahmedpur,Wheat,Other,FAQ,1480,1480,1480,21-Jun-18
401,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1500,1450,20-Jun-18
402,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1525,1450,18-Jun-18
403,Latur,Ahmedpur,Wheat,Other,FAQ,1350,1500,1425,15-Jun-18
404,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1900,1600,14-Jun-18
405,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1900,1600,12-Jun-18
406,Latur,Ahmedpur,Wheat,Other,FAQ,1450,1700,1575,11-Jun-18
407,Latur,Ahmedpur,Wheat,Other,FAQ,1350,2151,1750,9-Jun-18
408,Latur,Ahmedpur,Wheat,Other,FAQ,1480,1551,1515,8-Jun-18
409,Latur,Ahmedpur,Wheat,Other,FAQ,1350,1600,1475,7-Jun-18
410,Latur,Ahmedpur,Wheat,Other,FAQ,1350,1500,1425,5-Jun-18
411,Latur,Ahmedpur,Wheat,Other,FAQ,1350,2350,1850,4-Jun-18
412,Latur,Ahmedpur,Wheat,Other,FAQ,1450,1460,1450,2-Jun-18
413,Latur,Ahmedpur,Wheat,Other,FAQ,1450,1450,1450,1-Jun-18
414,Latur,Ahmedpur,Wheat,Other,FAQ,1300,2302,1800,31-May-18
415,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1450,1350,30-May-18
416,Latur,Ahmedpur,Wheat,Other,FAQ,1450,1450,1450,29-May-18
417,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1450,1400,28-May-18
418,Latur,Ahmedpur,Wheat,Other,FAQ,1350,1450,1400,26-May-18
419,Latur,Ahmedpur,Wheat,Other,FAQ,1450,1450,1450,25-May-18
420,Latur,Ahmedpur,Wheat,Other,FAQ,1450,1450,1450,24-May-18
421,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1861,1630,23-May-18
422,Latur,Ahmedpur,Wheat,Other,FAQ,1400,2000,1700,22-May-18
423,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1600,1450,21-May-18
424,Latur,Ahmedpur,Wheat,Other,FAQ,1450,1700,1575,19-May-18
425,Latur,Ahmedpur,Wheat,Other,FAQ,1400,2400,1900,18-May-18
426,Latur,Ahmedpur,Wheat,Other,FAQ,1350,2390,1700,17-May-18
427,Latur,Ahmedpur,Wheat,Other,FAQ,1575,1575,1575,16-May-18
428,Latur,Ahmedpur,Wheat,Other,FAQ,1400,2100,1750,14-May-18
429,Latur,Ahmedpur,Wheat,Other,FAQ,2100,2100,2100,12-May-18
430,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1900,1650,11-May-18
431,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1600,1500,10-May-18
432,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1600,1500,9-May-18
433,Latur,Ahmedpur,Wheat,Other,FAQ,1450,1450,1450,7-May-18
434,Latur,Ahmedpur,Wheat,Other,FAQ,1350,1831,1590,5-May-18
435,Latur,Ahmedpur,Wheat,Other,FAQ,1402,1462,1432,4-May-18
436,Latur,Ahmedpur,Wheat,Other,FAQ,1350,2250,1800,3-May-18
437,Latur,Ahmedpur,Wheat,Other,FAQ,1450,1850,1650,2-May-18
438,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1900,1650,28-Apr-18
439,Latur,Ahmedpur,Wheat,Other,FAQ,1350,1350,1350,27-Apr-18
440,Latur,Ahmedpur,Wheat,Other,FAQ,1500,1500,1500,26-Apr-18
441,Latur,Ahmedpur,Wheat,Other,FAQ,1350,1600,1475,25-Apr-18
442,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1700,1550,24-Apr-18
443,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1861,1580,23-Apr-18
444,Latur,Ahmedpur,Wheat,Other,FAQ,1400,2200,1800,21-Apr-18
445,Latur,Ahmedpur,Wheat,Other,FAQ,1800,1800,1800,20-Apr-18
446,Latur,Ahmedpur,Wheat,Other,FAQ,1600,2121,1850,19-Apr-18
447,Latur,Ahmedpur,Wheat,Other,FAQ,1400,2150,1750,17-Apr-18
448,Latur,Ahmedpur,Wheat,Other,FAQ,1550,1550,1550,13-Apr-18
449,Latur,Ahmedpur,Wheat,Other,FAQ,1450,1560,1505,12-Apr-18
450,Latur,Ahmedpur,Wheat,Other,FAQ,1350,2034,1692,11-Apr-18
451,Latur,Ahmedpur,Wheat,Other,FAQ,1450,1800,1625,10-Apr-18
452,Latur,Ahmedpur,Wheat,Other,FAQ,1350,1590,1470,9-Apr-18
453,Latur,Ahmedpur,Wheat,Other,FAQ,1350,1800,1575,7-Apr-18
454,Latur,Ahmedpur,Wheat,Other,FAQ,1400,2291,1845,6-Apr-18
455,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1850,1625,5-Apr-18
456,Latur,Ahmedpur,Wheat,Other,FAQ,1350,1575,1462,4-Apr-18
457,Latur,Ahmedpur,Wheat,Other,FAQ,1450,1600,1525,3-Apr-18
458,Latur,Ahmedpur,Wheat,Other,FAQ,1350,1881,1615,2-Apr-18
459,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1650,1525,28-Mar-18
460,Latur,Ahmedpur,Wheat,Other,FAQ,1600,1800,1700,27-Mar-18
461,Latur,Ahmedpur,Wheat,Other,FAQ,1250,1500,1325,26-Mar-18
462,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1600,1450,24-Mar-18
463,Latur,Ahmedpur,Wheat,Other,FAQ,1350,1620,1485,23-Mar-18
464,Latur,Ahmedpur,Wheat,Other,FAQ,1350,1842,1596,21-Mar-18
465,Latur,Ahmedpur,Wheat,Other,FAQ,1500,1650,1575,20-Mar-18
466,Latur,Ahmedpur,Wheat,Other,FAQ,1350,1750,1550,16-Mar-18
467,Latur,Ahmedpur,Wheat,Other,FAQ,1575,1575,1575,15-Mar-18
468,Latur,Ahmedpur,Wheat,Other,FAQ,1600,1600,1600,14-Mar-18
469,Latur,Ahmedpur,Wheat,Other,FAQ,1350,1656,1503,13-Mar-18
470,Latur,Ahmedpur,Wheat,Other,FAQ,1350,1641,1495,12-Mar-18
471,Latur,Ahmedpur,Wheat,Other,FAQ,1350,1621,1485,10-Mar-18
472,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1725,1512,9-Mar-18
473,Latur,Ahmedpur,Wheat,Other,FAQ,1350,1550,1450,8-Mar-18
474,Latur,Ahmedpur,Wheat,Other,FAQ,1450,1600,1525,7-Mar-18
475,Latur,Ahmedpur,Wheat,Other,FAQ,1450,1550,1500,28-Feb-18
476,Latur,Ahmedpur,Wheat,Other,FAQ,1450,1450,1450,27-Feb-18
477,Latur,Ahmedpur,Wheat,Other,FAQ,1350,1600,1475,26-Feb-18
478,Latur,Ahmedpur,Wheat,Other,FAQ,1450,1571,1510,24-Feb-18
479,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1630,1525,23-Feb-18
480,Latur,Ahmedpur,Wheat,Other,FAQ,1450,1726,1588,22-Feb-18
481,Latur,Ahmedpur,Wheat,Other,FAQ,1470,1470,1470,21-Feb-18
482,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1500,1400,20-Feb-18
483,Latur,Ahmedpur,Wheat,Other,FAQ,1350,1591,1470,17-Feb-18
484,Latur,Ahmedpur,Wheat,Other,FAQ,1350,1700,1525,16-Feb-18
485,Latur,Ahmedpur,Wheat,Other,FAQ,1350,1501,1425,14-Feb-18
486,Latur,Ahmedpur,Wheat,Other,FAQ,1450,1531,1490,12-Feb-18
487,Latur,Ahmedpur,Wheat,Other,FAQ,1450,1531,1490,10-Feb-18
488,Latur,Ahmedpur,Wheat,Other,FAQ,1450,1471,1460,9-Feb-18
489,Latur,Ahmedpur,Wheat,Other,FAQ,1450,1600,1525,8-Feb-18
490,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1500,1450,6-Feb-18
491,Latur,Ahmedpur,Wheat,Other,FAQ,1450,1500,1475,5-Feb-18
492,Latur,Ahmedpur,Wheat,Other,FAQ,1450,1600,1525,3-Feb-18
493,Latur,Ahmedpur,Wheat,Other,FAQ,1450,1500,1475,2-Feb-18
494,Latur,Ahmedpur,Wheat,Other,FAQ,1450,1600,1525,1-Feb-18
495,Latur,Ahmedpur,Wheat,Other,FAQ,1450,1601,1525,31-Jan-18
496,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1425,1350,30-Jan-18
497,Latur,Ahmedpur,Wheat,Other,FAQ,1450,1600,1525,29-Jan-18
498,Latur,Ahmedpur,Wheat,Other,FAQ,1500,1600,1550,27-Jan-18
499,Latur,Ahmedpur,Wheat,Other,FAQ,1500,1600,1550,25-Jan-18
500,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1451,1425,24-Jan-18
501,Latur,Ahmedpur,Wheat,Other,FAQ,1450,1630,1540,23-Jan-18
502,Latur,Ahmedpur,Wheat,Other,FAQ,1350,1500,1425,22-Jan-18
503,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1600,1500,20-Jan-18
504,Latur,Ahmedpur,Wheat,Other,FAQ,1350,1451,1400,19-Jan-18
505,Latur,Ahmedpur,Wheat,Other,FAQ,1350,1500,1425,18-Jan-18
506,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1500,1450,17-Jan-18
507,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1620,1459,13-Jan-18
508,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1470,1350,12-Jan-18
509,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1625,1450,11-Jan-18
510,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1600,1450,10-Jan-18
511,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1450,1425,8-Jan-18
512,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1750,1550,6-Jan-18
513,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1626,1510,5-Jan-18
514,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1700,1550,4-Jan-18
515,Latur,Ahmedpur,Wheat,Other,FAQ,1450,1450,1450,2-Jan-18
516,Latur,Ahmedpur,Wheat,Other,FAQ,1350,1600,1475,1-Jan-18
517,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1600,1500,29-Dec-17
518,Latur,Ahmedpur,Wheat,Other,FAQ,1350,1625,1500,28-Dec-17
519,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1550,1475,27-Dec-17
520,Latur,Ahmedpur,Wheat,Other,FAQ,1200,1650,1425,26-Dec-17
521,Latur,Ahmedpur,Wheat,Other,FAQ,1340,1552,1451,23-Dec-17
522,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1450,1375,22-Dec-17
523,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1550,1475,21-Dec-17
524,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1665,1510,20-Dec-17
525,Latur,Ahmedpur,Wheat,Other,FAQ,1525,1525,1525,15-Dec-17
526,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1565,1450,14-Dec-17
527,Latur,Ahmedpur,Wheat,Other,FAQ,1500,1500,1500,13-Dec-17
528,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1450,1425,12-Dec-17
529,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1400,1350,11-Dec-17
530,Latur,Ahmedpur,Wheat,Other,FAQ,1450,1450,1450,5-Dec-17
531,Latur,Ahmedpur,Wheat,Other,FAQ,1450,1450,1450,2-Dec-17
532,Latur,Ahmedpur,Wheat,Other,FAQ,1350,1550,1450,30-Nov-17
533,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1500,1400,29-Nov-17
534,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1600,1500,28-Nov-17
535,Latur,Ahmedpur,Wheat,Other,FAQ,1600,1600,1600,25-Nov-17
536,Latur,Ahmedpur,Wheat,Other,FAQ,1350,1600,1475,24-Nov-17
537,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1551,1425,23-Nov-17
538,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1551,1425,22-Nov-17
539,Latur,Ahmedpur,Wheat,Other,FAQ,1450,1450,1450,21-Nov-17
540,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1450,1375,20-Nov-17
541,Latur,Ahmedpur,Wheat,Other,FAQ,1450,1500,1475,17-Nov-17
542,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1660,1450,16-Nov-17
543,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1550,1475,15-Nov-17
544,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1500,1400,13-Nov-17
545,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1400,1400,11-Nov-17
546,Latur,Ahmedpur,Wheat,Other,FAQ,1350,1621,1485,10-Nov-17
547,Latur,Ahmedpur,Wheat,Other,FAQ,1350,1565,1450,9-Nov-17
548,Latur,Ahmedpur,Wheat,Other,FAQ,1450,1500,1475,8-Nov-17
549,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1600,1450,7-Nov-17
550,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1600,1450,6-Nov-17
551,Latur,Ahmedpur,Wheat,Other,FAQ,1450,1450,1450,3-Nov-17
552,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1450,1425,2-Nov-17
553,Latur,Ahmedpur,Wheat,Other,FAQ,1450,1450,1450,1-Nov-17
554,Latur,Ahmedpur,Wheat,Other,FAQ,1475,1475,1475,28-Oct-17
555,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1661,1475,23-Oct-17
556,Latur,Ahmedpur,Wheat,Other,FAQ,1450,1450,1450,20-Oct-17
557,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1480,1375,14-Oct-17
558,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1450,1375,13-Oct-17
559,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1450,1375,12-Oct-17
560,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1428,1350,11-Oct-17
561,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1450,1375,10-Oct-17
562,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1460,1375,9-Oct-17
563,Latur,Ahmedpur,Wheat,Other,FAQ,1425,1425,1425,7-Oct-17
564,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1525,1410,3-Oct-17
565,Latur,Ahmedpur,Wheat,Other,FAQ,1450,1450,1450,28-Sep-17
566,Latur,Ahmedpur,Wheat,Other,FAQ,1411,1411,1411,27-Sep-17
567,Latur,Ahmedpur,Wheat,Other,FAQ,1350,1461,1400,26-Sep-17
568,Latur,Ahmedpur,Wheat,Other,FAQ,1350,1525,1400,25-Sep-17
569,Latur,Ahmedpur,Wheat,Other,FAQ,1350,1450,1400,23-Sep-17
570,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1400,1400,22-Sep-17
571,Latur,Ahmedpur,Wheat,Other,FAQ,1350,1600,1475,21-Sep-17
572,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1500,1450,19-Sep-17
573,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1600,1500,18-Sep-17
574,Latur,Ahmedpur,Wheat,Other,FAQ,1450,1500,1475,16-Sep-17
575,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1500,1400,15-Sep-17
576,Latur,Ahmedpur,Wheat,Other,FAQ,1450,1500,1475,14-Sep-17
577,Latur,Ahmedpur,Wheat,Other,FAQ,1450,1555,1502,13-Sep-17
578,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1575,1440,12-Sep-17
579,Latur,Ahmedpur,Wheat,Other,FAQ,1350,1600,1475,11-Sep-17
580,Latur,Ahmedpur,Wheat,Other,FAQ,1450,1700,1575,9-Sep-17
581,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1750,1575,8-Sep-17
582,Latur,Ahmedpur,Wheat,Other,FAQ,1450,1511,1480,7-Sep-17
583,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1550,1475,6-Sep-17
584,Latur,Ahmedpur,Wheat,Other,FAQ,1450,1751,1600,4-Sep-17
585,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1851,1625,1-Sep-17
586,Latur,Ahmedpur,Wheat,Other,FAQ,1476,1500,1488,31-Aug-17
587,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1600,1500,29-Aug-17
588,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1800,1600,28-Aug-17
589,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1500,1450,26-Aug-17
590,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1600,1500,24-Aug-17
591,Latur,Ahmedpur,Wheat,Other,FAQ,1500,1600,1550,22-Aug-17
592,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1600,1500,19-Aug-17
593,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1830,1550,18-Aug-17
594,Latur,Ahmedpur,Wheat,Other,FAQ,1350,1900,1625,16-Aug-17
595,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1670,1450,12-Aug-17
596,Latur,Ahmedpur,Wheat,Other,FAQ,1330,1570,1450,11-Aug-17
597,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1500,1450,10-Aug-17
598,Latur,Ahmedpur,Wheat,Other,FAQ,1400,1500,1450,9-Aug-17
599,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1551,1425,8-Aug-17
600,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1550,1425,5-Aug-17
601,Latur,Ahmedpur,Wheat,Other,FAQ,1350,1600,1475,4-Aug-17
602,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1600,1450,3-Aug-17
603,Latur,Ahmedpur,Wheat,Other,FAQ,1350,1660,1500,2-Aug-17
604,Latur,Ahmedpur,Wheat,Other,FAQ,1350,1550,1450,1-Aug-17
605,Latur,Ahmedpur,Wheat,Other,FAQ,1350,1781,1600,31-Jul-17
606,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1700,1500,29-Jul-17
607,Latur,Ahmedpur,Wheat,Other,FAQ,1350,1600,1475,28-Jul-17
608,Latur,Ahmedpur,Wheat,Other,FAQ,1350,1600,1500,26-Jul-17
609,Latur,Ahmedpur,Wheat,Other,FAQ,1350,1375,1360,25-Jul-17
610,Latur,Ahmedpur,Wheat,Other,FAQ,1350,1550,1450,24-Jul-17
611,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1600,1600,22-Jul-17
612,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1600,1450,20-Jul-17
613,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1700,1500,19-Jul-17
614,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1600,1450,18-Jul-17
615,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1600,1450,17-Jul-17
616,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1700,1500,15-Jul-17
617,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1712,1500,13-Jul-17
618,Latur,Ahmedpur,Wheat,Other,FAQ,1340,1600,1450,12-Jul-17
619,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1700,1500,10-Jul-17
620,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1550,1425,8-Jul-17
621,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1580,1440,7-Jul-17
622,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1600,1450,6-Jul-17
623,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1550,1425,5-Jul-17
624,Latur,Ahmedpur,Wheat,Other,FAQ,1250,1621,1435,3-Jul-17
625,Latur,Ahmedpur,Wheat,Other,FAQ,1350,1600,1500,1-Jul-17
626,Latur,Ahmedpur,Wheat,Other,FAQ,1300,1781,1500,30-Jun-17
627,Latur,Ahmedpur,Wheat,Other,FAQ,1300,2000,1600,29-Jun-17
